time,event_name
2021-10-27,SPY Component Report HES
2021-10-27,SPY Component Report HLT
2021-10-27,SPY Component Report INVH
2021-10-27,SPY Component Report IP
2021-10-27,SPY Component Report KHC
2021-10-27,SPY Component Report KLAC
2021-10-27,SPY Component Report KO
2021-10-27,SPY Component Report MAA
2021-10-27,SPY Component Report MAS
2021-10-27,SPY Component Report MCD
2021-10-27,SPY Component Report MOH
2021-10-27,SPY Component Report NOW
2021-10-27,SPY Component Report NSC
2021-10-27,SPY Component Report ODFL
2021-10-27,SPY Component Report ORLY
2021-10-27,SPY Component Report RJF
2021-10-27,SPY Component Report ROL
2021-10-27,SPY Component Report TDY
2021-10-27,SPY Component Report TEL
2021-10-27,SPY Component Report TMO
2021-10-27,SPY Component Report TYL
2021-10-27,SPY Component Report URI
2021-10-27,SPY Component Report VICI
2021-10-27,SPY Component Report WAB
2021-10-28,SPY Component Report AAPL
2021-10-28,SPY Component Report AEP
2021-10-28,SPY Component Report AJG
2021-10-28,SPY Component Report AMT
2021-10-28,SPY Component Report AMZN
2021-10-28,SPY Component Report AOS
2021-10-28,SPY Component Report BAX
2021-10-28,SPY Component Report CARR
2021-10-28,SPY Component Report CAT
2021-10-28,SPY Component Report CBRE
2021-10-28,SPY Component Report CMCSA
2021-10-28,SPY Component Report CMS
2021-10-28,SPY Component Report CPT
2021-10-28,SPY Component Report DECK
2021-10-28,SPY Component Report DVA
2021-10-28,SPY Component Report DXCM
2021-10-28,SPY Component Report EMN
2021-10-28,SPY Component Report ERIE
2021-10-28,SPY Component Report FE
2021-10-28,SPY Component Report FTV
2021-10-28,SPY Component Report GILD
2021-10-28,SPY Component Report HBAN
2021-10-28,SPY Component Report HIG
2021-10-28,SPY Component Report HSY
2021-10-28,SPY Component Report ICE
2021-10-28,SPY Component Report ITW
2021-10-28,SPY Component Report KDP
2021-10-28,SPY Component Report LH
2021-10-28,SPY Component Report LKQ
2021-10-28,SPY Component Report MA
2021-10-28,SPY Component Report MCO
2021-10-28,SPY Component Report MHK
2021-10-28,SPY Component Report MO
2021-10-28,SPY Component Report MPWR
2021-10-28,SPY Component Report MRK
2021-10-28,SPY Component Report NEM
2021-10-28,SPY Component Report NOC
2021-10-28,SPY Component Report RMD
2021-10-28,SPY Component Report RSG
2021-10-28,SPY Component Report SBUX
2021-10-28,SPY Component Report SWK
2021-10-28,SPY Component Report SYK
2021-10-28,SPY Component Report TAP
2021-10-28,SPY Component Report TROW
2021-10-28,SPY Component Report TXT
2021-10-28,SPY Component Report VRSN
2021-10-28,SPY Component Report WDC
2021-10-28,SPY Component Report WST
2021-10-28,SPY Component Report WTW
2021-10-28,SPY Component Report XEL
2021-10-28,SPY Component Report YUM
2021-10-29,SPY Component Report ABBV
2021-10-29,SPY Component Report AON
2021-10-29,SPY Component Report CBOE
2021-10-29,SPY Component Report CHD
2021-10-29,SPY Component Report CHTR
2021-10-29,SPY Component Report CL
2021-10-29,SPY Component Report CVX
2021-10-29,SPY Component Report GWW
2021-10-29,SPY Component Report LHX
2021-10-29,SPY Component Report LIN
2021-10-29,SPY Component Report LYB
2021-10-29,SPY Component Report PSX
2021-10-29,SPY Component Report RCL
2021-10-29,SPY Component Report WY
2021-10-29,SPY Component Report XOM
2021-11-01,SPY Component Report ANET
2021-11-01,SPY Component Report BEN
2021-11-01,SPY Component Report CLX
2021-11-01,SPY Component Report FANG
2021-11-01,SPY Component Report HOLX
2021-11-01,SPY Component Report MCK
2021-11-01,SPY Component Report MOS
2021-11-01,SPY Component Report NXPI
2021-11-01,SPY Component Report O
2021-11-01,SPY Component Report ON
2021-11-01,SPY Component Report PCG
2021-11-01,SPY Component Report PSA
2021-11-01,SPY Component Report SBAC
2021-11-01,SPY Component Report SPG
2021-11-01,SPY Component Report WMB
2021-11-02,SPY Component Report AIZ
2021-11-02,SPY Component Report AKAM
2021-11-02,SPY Component Report AMCR
2021-11-02,SPY Component Report AME
2021-11-02,SPY Component Report AMGN
2021-11-02,SPY Component Report APO
2021-11-02,SPY Component Report AWK
2021-11-02,SPY Component Report CMI
2021-11-02,SPY Component Report COP
2021-11-02,SPY Component Report CZR
2021-11-02,SPY Component Report DD
2021-11-02,SPY Component Report DOC
2021-11-02,SPY Component Report DVN
2021-11-02,SPY Component Report EIX
2021-11-02,SPY Component Report EL
2021-11-02,SPY Component Report ES
2021-11-02,SPY Component Report ETN
2021-11-02,SPY Component Report EXE
2021-11-02,SPY Component Report EXPD
2021-11-02,SPY Component Report GNRC
2021-11-02,SPY Component Report GPN
2021-11-02,SPY Component Report HSIC
2021-11-02,SPY Component Report IDXX
2021-11-02,SPY Component Report INCY
2021-11-02,SPY Component Report IT
2021-11-02,SPY Component Report KKR
2021-11-02,SPY Component Report LDOS
2021-11-02,SPY Component Report MDLZ
2021-11-02,SPY Component Report MLM
2021-11-02,SPY Component Report MPC
2021-11-02,SPY Component Report MTCH
2021-11-02,SPY Component Report OKE
2021-11-02,SPY Component Report PAYC
2021-11-02,SPY Component Report PEG
2021-11-02,SPY Component Report PFE
2021-11-02,SPY Component Report PRU
2021-11-02,SPY Component Report RL
2021-11-02,SPY Component Report ROK
2021-11-02,SPY Component Report RVTY
2021-11-02,SPY Component Report SMCI
2021-11-02,SPY Component Report STE
2021-11-02,SPY Component Report TECH
2021-11-02,SPY Component Report TMUS
2021-11-02,SPY Component Report VRSK
2021-11-02,SPY Component Report VRTX
2021-11-02,SPY Component Report WAT
2021-11-02,SPY Component Report WEC
2021-11-02,SPY Component Report XYL
2021-11-02,SPY Component Report ZBRA
2021-11-03,SPY Component Report AEE
2021-11-03,SPY Component Report AES
2021-11-03,SPY Component Report ALB
2021-11-03,SPY Component Report ALL
2021-11-03,SPY Component Report ANSS
2021-11-03,SPY Component Report APA
2021-11-03,SPY Component Report BKNG
2021-11-03,SPY Component Report BR
2021-11-03,SPY Component Report CDW
2021-11-03,SPY Component Report CF
2021-11-03,SPY Component Report CPAY
2021-11-03,SPY Component Report CRL
2021-11-03,SPY Component Report CTRA
2021-11-03,SPY Component Report CTVA
2021-11-03,SPY Component Report CVS
2021-11-03,SPY Component Report DAY
2021-11-03,SPY Component Report EA
2021-11-03,SPY Component Report EMR
2021-11-03,SPY Component Report EQIX
2021-11-03,SPY Component Report ETR
2021-11-03,SPY Component Report EVRG
2021-11-03,SPY Component Report EXC
2021-11-03,SPY Component Report FOXA
2021-11-03,SPY Component Report GDDY
2021-11-03,SPY Component Report HST
2021-11-03,SPY Component Report HUM
2021-11-03,SPY Component Report IR
2021-11-03,SPY Component Report MAR
2021-11-03,SPY Component Report MET
2021-11-03,SPY Component Report MGM
2021-11-03,SPY Component Report NCLH
2021-11-03,SPY Component Report NI
2021-11-03,SPY Component Report PTC
2021-11-03,SPY Component Report QCOM
2021-11-03,SPY Component Report TRMB
2021-11-03,SPY Component Report TT
2021-11-03,SPY Component Report TTWO
2021-11-03,SPY Component Report WBD
2021-11-04,SPY Component Report ABNB
2021-11-04,SPY Component Report AIG
2021-11-04,SPY Component Report APD
2021-11-04,SPY Component Report APTV
2021-11-04,SPY Component Report BALL
2021-11-04,SPY Component Report BDX
2021-11-04,SPY Component Report BLDR
2021-11-04,SPY Component Report CI
2021-11-04,SPY Component Report CNP
2021-11-04,SPY Component Report COR
2021-11-04,SPY Component Report DUK
2021-11-04,SPY Component Report ED
2021-11-04,SPY Component Report EOG
2021-11-04,SPY Component Report EPAM
2021-11-04,SPY Component Report EXPE
2021-11-04,SPY Component Report FIS
2021-11-04,SPY Component Report FRT
2021-11-04,SPY Component Report FSLR
2021-11-04,SPY Component Report FTNT
2021-11-04,SPY Component Report GEN
2021-11-04,SPY Component Report HII
2021-11-04,SPY Component Report HWM
2021-11-04,SPY Component Report IRM
2021-11-04,SPY Component Report K
2021-11-04,SPY Component Report LNT
2021-11-04,SPY Component Report LYV
2021-11-04,SPY Component Report MCHP
2021-11-04,SPY Component Report MNST
2021-11-04,SPY Component Report MRNA
2021-11-04,SPY Component Report MSI
2021-11-04,SPY Component Report MTD
2021-11-04,SPY Component Report NRG
2021-11-04,SPY Component Report NWS
2021-11-04,SPY Component Report NWSA
2021-11-04,SPY Component Report OXY
2021-11-04,SPY Component Report PARA
2021-11-04,SPY Component Report PH
2021-11-04,SPY Component Report PODD
2021-11-04,SPY Component Report PPL
2021-11-04,SPY Component Report PWR
2021-11-04,SPY Component Report REGN
2021-11-04,SPY Component Report SO
2021-11-04,SPY Component Report SWKS
2021-11-04,SPY Component Report TPL
2021-11-04,SPY Component Report TRGP
2021-11-04,SPY Component Report UBER
2021-11-04,SPY Component Report VMC
2021-11-04,SPY Component Report WELL
2021-11-04,SPY Component Report ZBH
2021-11-04,SPY Component Report ZTS
2021-11-05,SPY Component Report D
2021-11-05,SPY Component Report JCI
2021-11-05,SPY Component Report KIM
2021-11-05,SPY Component Report PNW
2021-11-05,SPY Component Report REG
2021-11-05,SPY Component Report SRE
2021-11-05,SPY Component Report VST
2021-11-05,SPY Component Report VTR
2021-11-06,SPY Component Report BRK-B
2021-11-08,SPY Component Report IFF
2021-11-08,SPY Component Report JKHY
2021-11-08,SPY Component Report PYPL
2021-11-08,SPY Component Report VTRS
2021-11-09,SPY Component Report CAH
2021-11-09,SPY Component Report COIN
2021-11-09,SPY Component Report DASH
2021-11-09,SPY Component Report DHI
2021-11-09,SPY Component Report PLTR
2021-11-09,SPY Component Report SYY
2021-11-09,SPY Component Report WYNN
2021-11-10,SPY Component Report ATO
2021-11-10,SPY Component Report DIS
2021-11-10,SPY Component Report FICO
2021-11-11,SPY Component Report TPR
2021-11-15,SPY Component Report AXON
2021-11-15,SPY Component Report TSN
2021-11-16,SPY Component Report HD
2021-11-16,SPY Component Report TDG
2021-11-16,SPY Component Report WMT
2021-11-17,SPY Component Report CPRT
2021-11-17,SPY Component Report CSCO
2021-11-17,SPY Component Report LOW
2021-11-17,SPY Component Report NVDA
2021-11-17,SPY Component Report TGT
2021-11-17,SPY Component Report TJX
2021-11-18,SPY Component Report AMAT
2021-11-18,SPY Component Report INTU
2021-11-18,SPY Component Report PANW
2021-11-18,SPY Component Report ROST
2021-11-18,SPY Component Report WDAY
2021-11-18,SPY Component Report WSM
2021-11-22,SPY Component Report A
2021-11-22,SPY Component Report KEYS
2021-11-23,SPY Component Report ADI
2021-11-23,SPY Component Report ADSK
2021-11-23,SPY Component Report BBY
2021-11-23,SPY Component Report DELL
2021-11-23,SPY Component Report DLTR
2021-11-23,SPY Component Report HPQ
2021-11-23,SPY Component Report J
2021-11-23,SPY Component Report MDT
2021-11-23,SPY Component Report SJM
2021-11-24,SPY Component Report DE
2021-11-30,SPY Component Report CRM
2021-11-30,SPY Component Report HPE
2021-11-30,SPY Component Report NTAP
2021-12-01,SPY Component Report CRWD
2021-12-01,SPY Component Report SNPS
2021-12-02,SPY Component Report COO
2021-12-02,SPY Component Report DG
2021-12-02,SPY Component Report KR
2021-12-02,SPY Component Report ULTA
2021-12-07,SPY Component Report AZO
2021-12-08,SPY Component Report BF-B
2021-12-08,SPY Component Report CPB
2021-12-09,SPY Component Report AVGO
2021-12-09,SPY Component Report COST
2021-12-09,SPY Component Report HRL
2021-12-09,SPY Component Report LULU
2021-12-09,SPY Component Report ORCL
2021-12-15,SPY Component Report LEN
2021-12-15,SPY Component Report NDSN
2021-12-16,SPY Component Report ACN
2021-12-16,SPY Component Report ADBE
2021-12-16,SPY Component Report FDX
2021-12-16,SPY Component Report JBL
2021-12-17,SPY Component Report DRI
2021-12-20,SPY Component Report CCL
2021-12-20,SPY Component Report MU
2021-12-20,SPY Component Report NKE
2021-12-21,SPY Component Report FDS
2021-12-21,SPY Component Report GIS
2021-12-22,SPY Component Report CTAS
2021-12-22,SPY Component Report KMX
2021-12-22,SPY Component Report PAYX
2022-01-06,SPY Component Report CAG
2022-01-06,SPY Component Report LW
2022-01-06,SPY Component Report STZ
2022-01-06,SPY Component Report WBA
2022-01-13,SPY Component Report DAL
2022-01-14,SPY Component Report C
2022-01-14,SPY Component Report JPM
2022-01-14,SPY Component Report WFC
2022-01-18,SPY Component Report BK
2022-01-18,SPY Component Report GS
2022-01-18,SPY Component Report JBHT
2022-01-18,SPY Component Report PNC
2022-01-18,SPY Component Report SCHW
2022-01-18,SPY Component Report TFC
2022-01-19,SPY Component Report BAC
2022-01-19,SPY Component Report CFG
2022-01-19,SPY Component Report CSX
2022-01-19,SPY Component Report FAST
2022-01-19,SPY Component Report KMI
2022-01-19,SPY Component Report MS
2022-01-19,SPY Component Report PG
2022-01-19,SPY Component Report PLD
2022-01-19,SPY Component Report STT
2022-01-19,SPY Component Report UAL
2022-01-19,SPY Component Report UNH
2022-01-19,SPY Component Report USB
2022-01-20,SPY Component Report BKR
2022-01-20,SPY Component Report FITB
2022-01-20,SPY Component Report ISRG
2022-01-20,SPY Component Report KEY
2022-01-20,SPY Component Report MTB
2022-01-20,SPY Component Report NFLX
2022-01-20,SPY Component Report NTRS
2022-01-20,SPY Component Report PPG
2022-01-20,SPY Component Report RF
2022-01-20,SPY Component Report TRV
2022-01-20,SPY Component Report UNP
2022-01-21,SPY Component Report HBAN
2022-01-21,SPY Component Report SLB
2022-01-24,SPY Component Report BRO
2022-01-24,SPY Component Report HAL
2022-01-24,SPY Component Report IBM
2022-01-24,SPY Component Report STLD
2022-01-25,SPY Component Report ADM
2022-01-25,SPY Component Report AXP
2022-01-25,SPY Component Report BXP
2022-01-25,SPY Component Report COF
2022-01-25,SPY Component Report FFIV
2022-01-25,SPY Component Report GE
2022-01-25,SPY Component Report IVZ
2022-01-25,SPY Component Report JNJ
2022-01-25,SPY Component Report LMT
2022-01-25,SPY Component Report MMM
2022-01-25,SPY Component Report MSFT
2022-01-25,SPY Component Report NEE
2022-01-25,SPY Component Report PCAR
2022-01-25,SPY Component Report RTX
2022-01-25,SPY Component Report TXN
2022-01-25,SPY Component Report VZ
2022-01-26,SPY Component Report ABT
2022-01-26,SPY Component Report ADP
2022-01-26,SPY Component Report AMP
2022-01-26,SPY Component Report APH
2022-01-26,SPY Component Report BA
2022-01-26,SPY Component Report CCI
2022-01-26,SPY Component Report ELV
2022-01-26,SPY Component Report EW
2022-01-26,SPY Component Report FCX
2022-01-26,SPY Component Report GD
2022-01-26,SPY Component Report GLW
2022-01-26,SPY Component Report HES
2022-01-26,SPY Component Report INTC
2022-01-26,SPY Component Report KMB
2022-01-26,SPY Component Report LRCX
2022-01-26,SPY Component Report LVS
2022-01-26,SPY Component Report MKTX
2022-01-26,SPY Component Report NDAQ
2022-01-26,SPY Component Report NOW
2022-01-26,SPY Component Report NSC
2022-01-26,SPY Component Report PGR
2022-01-26,SPY Component Report PKG
2022-01-26,SPY Component Report PTC
2022-01-26,SPY Component Report RJF
2022-01-26,SPY Component Report ROL
2022-01-26,SPY Component Report STX
2022-01-26,SPY Component Report T
2022-01-26,SPY Component Report TEL
2022-01-26,SPY Component Report TER
2022-01-26,SPY Component Report TSLA
2022-01-26,SPY Component Report URI
2022-01-26,SPY Component Report VRTX
2022-01-27,SPY Component Report AAPL
2022-01-27,SPY Component Report AJG
2022-01-27,SPY Component Report AOS
2022-01-27,SPY Component Report BALL
2022-01-27,SPY Component Report BX
2022-01-27,SPY Component Report CMCSA
2022-01-27,SPY Component Report DHR
2022-01-27,SPY Component Report DOV
2022-01-27,SPY Component Report DOW
2022-01-27,SPY Component Report EMN
2022-01-27,SPY Component Report FICO
2022-01-27,SPY Component Report HCA
2022-01-27,SPY Component Report IP
2022-01-27,SPY Component Report JNPR
2022-01-27,SPY Component Report KLAC
2022-01-27,SPY Component Report LUV
2022-01-27,SPY Component Report MA
2022-01-27,SPY Component Report MCD
2022-01-27,SPY Component Report MDLZ
2022-01-27,SPY Component Report MKC
2022-01-27,SPY Component Report MMC
2022-01-27,SPY Component Report MO
2022-01-27,SPY Component Report MSCI
2022-01-27,SPY Component Report NOC
2022-01-27,SPY Component Report NUE
2022-01-27,SPY Component Report RMD
2022-01-27,SPY Component Report ROK
2022-01-27,SPY Component Report SHW
2022-01-27,SPY Component Report SYK
2022-01-27,SPY Component Report TDY
2022-01-27,SPY Component Report TROW
2022-01-27,SPY Component Report TSCO
2022-01-27,SPY Component Report TXT
2022-01-27,SPY Component Report V
2022-01-27,SPY Component Report VLO
2022-01-27,SPY Component Report WDC
2022-01-27,SPY Component Report WRB
2022-01-27,SPY Component Report XEL
2022-01-28,SPY Component Report CAT
2022-01-28,SPY Component Report CHD
2022-01-28,SPY Component Report CHTR
2022-01-28,SPY Component Report CL
2022-01-28,SPY Component Report CVX
2022-01-28,SPY Component Report LYB
2022-01-28,SPY Component Report PSX
2022-01-28,SPY Component Report SYF
2022-01-28,SPY Component Report WY
2022-01-31,SPY Component Report ARE
2022-01-31,SPY Component Report LHX
2022-01-31,SPY Component Report NXPI
2022-01-31,SPY Component Report OTIS
2022-01-31,SPY Component Report TT
2022-02-01,SPY Component Report AMCR
2022-02-01,SPY Component Report AMD
2022-02-01,SPY Component Report BEN
2022-02-01,SPY Component Report BR
2022-02-01,SPY Component Report CB
2022-02-01,SPY Component Report EA
2022-02-01,SPY Component Report EQR
2022-02-01,SPY Component Report GILD
2022-02-01,SPY Component Report GM
2022-02-01,SPY Component Report GOOG
2022-02-01,SPY Component Report GOOGL
2022-02-01,SPY Component Report IEX
2022-02-01,SPY Component Report LII
2022-02-01,SPY Component Report MTCH
2022-02-01,SPY Component Report NVR
2022-02-01,SPY Component Report PHM
2022-02-01,SPY Component Report PNR
2022-02-01,SPY Component Report PYPL
2022-02-01,SPY Component Report RVTY
2022-02-01,SPY Component Report SBUX
2022-02-01,SPY Component Report SMCI
2022-02-01,SPY Component Report SWK
2022-02-01,SPY Component Report TECH
2022-02-01,SPY Component Report TMUS
2022-02-01,SPY Component Report UPS
2022-02-01,SPY Component Report WAT
2022-02-01,SPY Component Report XOM
2022-02-02,SPY Component Report ABBV
2022-02-02,SPY Component Report AFL
2022-02-02,SPY Component Report ALGN
2022-02-02,SPY Component Report ALL
2022-02-02,SPY Component Report AVB
2022-02-02,SPY Component Report AVY
2022-02-02,SPY Component Report BSX
2022-02-02,SPY Component Report CHRW
2022-02-02,SPY Component Report COR
2022-02-02,SPY Component Report CTSH
2022-02-02,SPY Component Report CTVA
2022-02-02,SPY Component Report DHI
2022-02-02,SPY Component Report EMR
2022-02-02,SPY Component Report ESS
2022-02-02,SPY Component Report GL
2022-02-02,SPY Component Report HOLX
2022-02-02,SPY Component Report HUM
2022-02-02,SPY Component Report HWM
2022-02-02,SPY Component Report IDXX
2022-02-02,SPY Component Report JCI
2022-02-02,SPY Component Report MAA
2022-02-02,SPY Component Report MCK
2022-02-02,SPY Component Report MET
2022-02-02,SPY Component Report META
2022-02-02,SPY Component Report MPC
2022-02-02,SPY Component Report ODFL
2022-02-02,SPY Component Report QCOM
2022-02-02,SPY Component Report ROP
2022-02-02,SPY Component Report TMO
2022-02-02,SPY Component Report WM
2022-02-03,SPY Component Report AME
2022-02-03,SPY Component Report AMZN
2022-02-03,SPY Component Report APTV
2022-02-03,SPY Component Report BDX
2022-02-03,SPY Component Report BIIB
2022-02-03,SPY Component Report CAH
2022-02-03,SPY Component Report CI
2022-02-03,SPY Component Report CLX
2022-02-03,SPY Component Report CMI
2022-02-03,SPY Component Report CMS
2022-02-03,SPY Component Report COP
2022-02-03,SPY Component Report CPT
2022-02-03,SPY Component Report DECK
2022-02-03,SPY Component Report DGX
2022-02-03,SPY Component Report EL
2022-02-03,SPY Component Report F
2022-02-03,SPY Component Report FTNT
2022-02-03,SPY Component Report FTV
2022-02-03,SPY Component Report GEN
2022-02-03,SPY Component Report GWW
2022-02-03,SPY Component Report HIG
2022-02-03,SPY Component Report HON
2022-02-03,SPY Component Report HSY
2022-02-03,SPY Component Report HUBB
2022-02-03,SPY Component Report ICE
2022-02-03,SPY Component Report ITW
2022-02-03,SPY Component Report LLY
2022-02-03,SPY Component Report MCHP
2022-02-03,SPY Component Report MRK
2022-02-03,SPY Component Report NWS
2022-02-03,SPY Component Report NWSA
2022-02-03,SPY Component Report PH
2022-02-03,SPY Component Report PRU
2022-02-03,SPY Component Report RL
2022-02-03,SPY Component Report SNA
2022-02-03,SPY Component Report SWKS
2022-02-03,SPY Component Report WEC
2022-02-03,SPY Component Report XYL
2022-02-04,SPY Component Report AON
2022-02-04,SPY Component Report APD
2022-02-04,SPY Component Report BMY
2022-02-04,SPY Component Report CBOE
2022-02-04,SPY Component Report ETN
2022-02-04,SPY Component Report RCL
2022-02-04,SPY Component Report REGN
2022-02-07,SPY Component Report AMGN
2022-02-07,SPY Component Report HAS
2022-02-07,SPY Component Report ON
2022-02-07,SPY Component Report PFG
2022-02-07,SPY Component Report SPG
2022-02-07,SPY Component Report TSN
2022-02-07,SPY Component Report TTWO
2022-02-07,SPY Component Report ZBH
2022-02-08,SPY Component Report AIZ
2022-02-08,SPY Component Report ATO
2022-02-08,SPY Component Report CARR
2022-02-08,SPY Component Report CMG
2022-02-08,SPY Component Report CNC
2022-02-08,SPY Component Report CPAY
2022-02-08,SPY Component Report DD
2022-02-08,SPY Component Report DOC
2022-02-08,SPY Component Report ENPH
2022-02-08,SPY Component Report FI
2022-02-08,SPY Component Report INCY
2022-02-08,SPY Component Report IT
2022-02-08,SPY Component Report J
2022-02-08,SPY Component Report JKHY
2022-02-08,SPY Component Report KKR
2022-02-08,SPY Component Report MAS
2022-02-08,SPY Component Report OMC
2022-02-08,SPY Component Report PAYC
2022-02-08,SPY Component Report PFE
2022-02-08,SPY Component Report SPGI
2022-02-08,SPY Component Report STE
2022-02-08,SPY Component Report SYY
2022-02-08,SPY Component Report TDG
2022-02-08,SPY Component Report UDR
2022-02-08,SPY Component Report WTW
2022-02-09,SPY Component Report ACGL
2022-02-09,SPY Component Report BG
2022-02-09,SPY Component Report CDW
2022-02-09,SPY Component Report CME
2022-02-09,SPY Component Report CVS
2022-02-09,SPY Component Report DAY
2022-02-09,SPY Component Report DIS
2022-02-09,SPY Component Report EFX
2022-02-09,SPY Component Report EG
2022-02-09,SPY Component Report EQT
2022-02-09,SPY Component Report FOX
2022-02-09,SPY Component Report FOXA
2022-02-09,SPY Component Report IFF
2022-02-09,SPY Component Report MGM
2022-02-09,SPY Component Report MOH
2022-02-09,SPY Component Report MSI
2022-02-09,SPY Component Report ORLY
2022-02-09,SPY Component Report TRMB
2022-02-09,SPY Component Report UBER
2022-02-09,SPY Component Report YUM
2022-02-10,SPY Component Report DTE
2022-02-10,SPY Component Report DUK
2022-02-10,SPY Component Report DVA
2022-02-10,SPY Component Report DXCM
2022-02-10,SPY Component Report EXPE
2022-02-10,SPY Component Report FE
2022-02-10,SPY Component Report FRT
2022-02-10,SPY Component Report GDDY
2022-02-10,SPY Component Report GPN
2022-02-10,SPY Component Report HII
2022-02-10,SPY Component Report IPG
2022-02-10,SPY Component Report K
2022-02-10,SPY Component Report KIM
2022-02-10,SPY Component Report KO
2022-02-10,SPY Component Report LH
2022-02-10,SPY Component Report LIN
2022-02-10,SPY Component Report MCO
2022-02-10,SPY Component Report MHK
2022-02-10,SPY Component Report MLM
2022-02-10,SPY Component Report MPWR
2022-02-10,SPY Component Report MTD
2022-02-10,SPY Component Report PCG
2022-02-10,SPY Component Report PEP
2022-02-10,SPY Component Report PM
2022-02-10,SPY Component Report REG
2022-02-10,SPY Component Report RSG
2022-02-10,SPY Component Report TPR
2022-02-10,SPY Component Report VRSN
2022-02-10,SPY Component Report ZBRA
2022-02-11,SPY Component Report APO
2022-02-11,SPY Component Report D
2022-02-14,SPY Component Report ANET
2022-02-15,SPY Component Report ABNB
2022-02-15,SPY Component Report AKAM
2022-02-15,SPY Component Report ALLE
2022-02-15,SPY Component Report CF
2022-02-15,SPY Component Report CINF
2022-02-15,SPY Component Report DVN
2022-02-15,SPY Component Report ECL
2022-02-15,SPY Component Report FIS
2022-02-15,SPY Component Report HSIC
2022-02-15,SPY Component Report INVH
2022-02-15,SPY Component Report IQV
2022-02-15,SPY Component Report LDOS
2022-02-15,SPY Component Report MAR
2022-02-15,SPY Component Report PARA
2022-02-15,SPY Component Report WELL
2022-02-15,SPY Component Report WYNN
2022-02-15,SPY Component Report ZTS
2022-02-16,SPY Component Report ADI
2022-02-16,SPY Component Report AIG
2022-02-16,SPY Component Report ALB
2022-02-16,SPY Component Report AMAT
2022-02-16,SPY Component Report AWK
2022-02-16,SPY Component Report CPRT
2022-02-16,SPY Component Report CRL
2022-02-16,SPY Component Report CSCO
2022-02-16,SPY Component Report DASH
2022-02-16,SPY Component Report EQIX
2022-02-16,SPY Component Report ES
2022-02-16,SPY Component Report GNRC
2022-02-16,SPY Component Report GRMN
2022-02-16,SPY Component Report HLT
2022-02-16,SPY Component Report HST
2022-02-16,SPY Component Report KHC
2022-02-16,SPY Component Report NVDA
2022-02-16,SPY Component Report SNPS
2022-02-16,SPY Component Report TYL
2022-02-16,SPY Component Report VMC
2022-02-16,SPY Component Report WAB
2022-02-17,SPY Component Report AEE
2022-02-17,SPY Component Report BAX
2022-02-17,SPY Component Report DLR
2022-02-17,SPY Component Report ED
2022-02-17,SPY Component Report EPAM
2022-02-17,SPY Component Report GPC
2022-02-17,SPY Component Report KEYS
2022-02-17,SPY Component Report LKQ
2022-02-17,SPY Component Report LNT
2022-02-17,SPY Component Report PLTR
2022-02-17,SPY Component Report POOL
2022-02-17,SPY Component Report SO
2022-02-17,SPY Component Report VTR
2022-02-17,SPY Component Report WMT
2022-02-17,SPY Component Report WST
2022-02-18,SPY Component Report DE
2022-02-18,SPY Component Report PPL
2022-02-21,SPY Component Report APA
2022-02-21,SPY Component Report WMB
2022-02-22,SPY Component Report A
2022-02-22,SPY Component Report CDNS
2022-02-22,SPY Component Report CNP
2022-02-22,SPY Component Report CSGP
2022-02-22,SPY Component Report CZR
2022-02-22,SPY Component Report EXPD
2022-02-22,SPY Component Report FANG
2022-02-22,SPY Component Report HD
2022-02-22,SPY Component Report MDT
2022-02-22,SPY Component Report MOS
2022-02-22,SPY Component Report NDSN
2022-02-22,SPY Component Report O
2022-02-22,SPY Component Report PANW
2022-02-22,SPY Component Report PSA
2022-02-22,SPY Component Report VRSK
2022-02-23,SPY Component Report ANSS
2022-02-23,SPY Component Report BKNG
2022-02-23,SPY Component Report CTRA
2022-02-23,SPY Component Report EBAY
2022-02-23,SPY Component Report ETR
2022-02-23,SPY Component Report EXE
2022-02-23,SPY Component Report EXR
2022-02-23,SPY Component Report IR
2022-02-23,SPY Component Report LOW
2022-02-23,SPY Component Report LYV
2022-02-23,SPY Component Report NI
2022-02-23,SPY Component Report NTAP
2022-02-23,SPY Component Report PODD
2022-02-23,SPY Component Report TAP
2022-02-23,SPY Component Report TJX
2022-02-23,SPY Component Report TPL
2022-02-23,SPY Component Report VICI
2022-02-24,SPY Component Report ADSK
2022-02-24,SPY Component Report AEP
2022-02-24,SPY Component Report AES
2022-02-24,SPY Component Report AMT
2022-02-24,SPY Component Report AXON
2022-02-24,SPY Component Report CBRE
2022-02-24,SPY Component Report COIN
2022-02-24,SPY Component Report DELL
2022-02-24,SPY Component Report EIX
2022-02-24,SPY Component Report EOG
2022-02-24,SPY Component Report ERIE
2022-02-24,SPY Component Report INTU
2022-02-24,SPY Component Report IRM
2022-02-24,SPY Component Report KDP
2022-02-24,SPY Component Report MNST
2022-02-24,SPY Component Report MRNA
2022-02-24,SPY Component Report NCLH
2022-02-24,SPY Component Report NEM
2022-02-24,SPY Component Report NRG
2022-02-24,SPY Component Report OXY
2022-02-24,SPY Component Report PEG
2022-02-24,SPY Component Report PWR
2022-02-24,SPY Component Report TRGP
2022-02-24,SPY Component Report UHS
2022-02-24,SPY Component Report WBD
2022-02-25,SPY Component Report CEG
2022-02-25,SPY Component Report EVRG
2022-02-25,SPY Component Report EXC
